"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
32806,20628,"1","Drivable road","2024-07-13T01:20:24.548006Z",183,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ac94257ea408d2f2a86c91c45ae5a821.jpg","",0.792,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of traffic cones and barriers, which are typically used to manage floodwaters.",0,1,"2024-07-13T01:20:24.548027Z"
13756,21055,"1","Flooded road","2024-07-13T02:42:46.050715Z",184,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_093be246490f42d826ea8bf37cf07802.jpg","",1.53,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the cars and the presence of traffic cones and barriers, which are typically used to indicate a hazardous area.",1,1,"2024-07-13T02:42:46.050736Z"
128172,21168,"1","Drivable road","2024-07-13T02:51:03.540572Z",185,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2f6bd87f2a08965d73894f100ac9877f.jpg","",2.712,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T02:51:03.540592Z"
133798,20877,"1","Drivable road","2024-07-13T02:23:00.010709Z",186,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a463b7126fec3d4fe2200f3023221b76.jpg","",1.258,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:23:00.010729Z"
151975,20491,"1","Drivable road","2024-07-13T01:14:50.170397Z",187,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_452f6554d75850c22eac60a965e9a066.jpg","",0.84,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:14:50.170419Z"
96855,20414,"1","Drivable road","2024-07-13T01:11:45.413047Z",188,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e5884d17099fe31bfc6cc0a67892181.jpg","",1.008,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the road or surrounding areas.",0,0,"2024-07-13T01:11:45.413068Z"
21937,20416,"1","Drivable road","2024-07-13T01:11:47.989779Z",189,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e1911c9501a46b51f1ecb700fa71ceea.jpg","",0.967,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T01:11:47.989799Z"
2761,20457,"1","Flooded road","2024-07-13T01:13:21.364217Z",190,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_68fc52812767a373157a4328a9f4529d.jpg","",1.037,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of vehicles navigating through it.",1,1,"2024-07-13T01:13:21.364237Z"
150195,20544,"1","Drivable road","2024-07-13T01:16:57.147945Z",191,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_62cbc71d0e8dd51787e276c90dec2412.jpg","",2.071,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T01:16:57.147964Z"
17987,20587,"1","Drivable road","2024-07-13T01:18:36.290525Z",192,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2ef5ae99d2cff97a38ef1cbc19b12a8d.jpg","",0.884,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the road surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a steam vent, which is typically installed to prevent flooding by releasing excess pressure from underground steam systems.",1,1,"2024-07-13T01:18:36.290546Z"
76949,21108,"1","Drivable road","2024-07-13T02:46:48.650089Z",193,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ef6e7c0c40b482ff48228c008803ba54.jpg","",0.929,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the pedestrians walking through it.",0,1,"2024-07-13T02:46:48.650108Z"
31344,20911,"1","Flooded road","2024-07-13T02:25:35.834609Z",194,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0ac3347ad1b5c6ab56d0b91e5167f6eb.jpg","",1.057,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the yellow traffic lines being partially submerged.",1,1,"2024-07-13T02:25:35.834629Z"
20896,20552,"1","Flooded road","2024-07-13T01:17:19.667188Z",195,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_433690f1ce47c9f0c99adeef5bd20e87.jpg","",0.949,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of pedestrians navigating through it.",1,1,"2024-07-13T01:17:19.667207Z"
15345,20639,"1","Flooded road","2024-07-13T01:20:42.578261Z",196,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ab332905c35ef7fb270d3f1c15e79789.jpg","",1.214,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth that can pose significant risks to vehicles and infrastructure.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T01:20:42.578280Z"
152503,20968,"1","Drivable road","2024-07-13T02:32:38.794717Z",197,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3ebffb13abfb31304261a35fb940fece.jpg","",1.262,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T02:32:38.794737Z"
99163,21169,"1","Flooded road","2024-07-13T02:51:07.092972Z",198,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1b9d726e73c06088e26d96bc650c0a86.jpg","",2.934,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",1,1,"2024-07-13T02:51:07.092992Z"
90891,21194,"1","Drivable road","2024-07-13T02:54:07.923345Z",199,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aa12a9d70a3a57ca5fffa7cfe07c44b3.jpg","",1.19,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones indicating a hazardous condition.",1,1,"2024-07-13T02:54:07.923365Z"
34774,20919,"1","Drivable road","2024-07-13T02:26:03.029953Z",200,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6d042b03611b276ea351ce05907c0a1a.jpg","",3.597,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T02:26:03.029974Z"
