,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry
290587,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7e12669c81b9ba8045c580e0a6e496b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the splashes of water around them.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_b7e12669c81b9ba8045c580e0a6e496b,7887,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/528fa/fod_1945A3F4-06FC-4FFD-85AC-5A767982DDA1.jpg,342.25,1696003439370,-14400,631243921534637055,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/528fa/fod_1945A3F4-06FC-4FFD-85AC-5A767982DDA1.jpg,NORTH,0.7606264352798462,DAYLIGHT,-73.930152,40.799588,7925258999,7473604328,RESIDENTIAL,6.31243921534637e+17,604222323809058815,POINT (1003588.5398063518 230596.3646089041)
290702,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aabc619df3dd0d6f613c9e56f3e498c2.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the school bus.","Yes, the street is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_aabc619df3dd0d6f613c9e56f3e498c2,17783,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a5e30/fod_7ECAE8D1-A235-41D5-8B6D-DE89373EDC89.jpg,242.64627075195312,1695999482853,-14400,631243951186027519,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a5e30/fod_7ECAE8D1-A235-41D5-8B6D-DE89373EDC89.jpg,SOUTH_WEST,0.8301935791969299,DAYLIGHT,-73.969946,40.646744,9661877500,42497321,PRIMARY,6.312439511860275e+17,604222353471176703,POINT (992590.0586266771 174904.23517213122)
291143,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b522fb99e4e56da4a920c71ffefb305e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, which is a significant depth that could pose risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_b522fb99e4e56da4a920c71ffefb305e,20006,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d34f4/fod_17ED330C-7CC3-4C92-A0A4-F9C98231A14D.jpg,310.0,1695999316791,-14400,631243949845583871,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d34f4/fod_17ED330C-7CC3-4C92-A0A4-F9C98231A14D.jpg,NORTH_WEST,0.7983769774436951,DAYLIGHT,-74.00639,40.751915,8261123026,4599130019,RESIDENTIAL,6.312439498455839e+17,604222352128999423,POINT (982479.476485842 213219.8409680835)
292195,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cf3b643472745c1519dcee7781d9b43b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and vehicles driving through it.",,1,1,nlbx_cf3b643472745c1519dcee7781d9b43b,47095,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/27f36/fod_9CE838CE-48BF-4C09-87D2-38618FFEBFD5.jpg,7.264835357666016,1695996224687,-14400,631243922083790335,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/27f36/fod_9CE838CE-48BF-4C09-87D2-38618FFEBFD5.jpg,NORTH,0.685874342918396,DAYLIGHT,-73.943753,40.845294,60927825,7911399058,SECONDARY,6.312439220837903e+17,604222324345929727,POINT (999812.1747316262 247245.96611398112)
293360,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e95b1674683018b432cd15a4254bbe4d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_e95b1674683018b432cd15a4254bbe4d,7521,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/fcbe2/fod_A0F6E9CF-9277-40E7-98E3-3E38CB60E665.jpg,128.0992431640625,1695991639028,-14400,631243950398949375,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/fcbe2/fod_A0F6E9CF-9277-40E7-98E3-3E38CB60E665.jpg,SOUTH_EAST,0.6497249603271484,DAYLIGHT,-73.992243,40.600978,42477929,10261692553,SECONDARY,6.312439503989494e+17,604222352665870335,POINT (986404.08646199 158229.0854492698)
294798,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7fc688d47dd59d861803a122a1ea3f7b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_7fc688d47dd59d861803a122a1ea3f7b,65220,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1d741/fod_CDEFE73E-D2C2-4345-A2A5-5152297F6C1B.jpg,298.5712890625,1695992031936,-14400,631243922755754495,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1d741/fod_CDEFE73E-D2C2-4345-A2A5-5152297F6C1B.jpg,NORTH_WEST,0.6816659569740295,DAYLIGHT,-73.983704,40.75883,1762438249,10228962338,RESIDENTIAL,6.312439227557545e+17,604222325017018367,POINT (988764.5138552398 215739.56411992505)
296062,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d9406216e69b51aa3a6a8043c2f1b186.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the wet surface.",,1,1,nlbx_d9406216e69b51aa3a6a8043c2f1b186,33245,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/35217/fod_E56AC68A-E1DA-4F3C-A208-68772655240E.jpg,196.625,1696003141208,-14400,631243922733413375,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/35217/fod_E56AC68A-E1DA-4F3C-A208-68772655240E.jpg,SOUTH,0.7840970754623413,DAYLIGHT,-73.922037,40.733327,9194885971,277386791,MOTORWAY_LINK,6.312439227334134e+17,604222325017018367,POINT (1005856.8150413362 206457.2229593994)
296754,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_26ce442fd3540ee01967e189748fc642.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a traffic cone, which is typically used to warn drivers of hazardous conditions.",,1,1,nlbx_26ce442fd3540ee01967e189748fc642,24174,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/fdfce/fod_175F3862-D1D6-4B61-A0E4-F06113FC0189.jpg,265.25,1695990796468,-14400,631243950936242687,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/fdfce/fod_175F3862-D1D6-4B61-A0E4-F06113FC0189.jpg,WEST,0.6840370893478394,DAYLIGHT,-73.941523,40.643694,42513897,42505799,RESIDENTIAL,6.312439509362427e+17,604222353202741247,POINT (1000478.2613782976 173797.03970765814)
296977,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f6a44236e3b43d249ab8cc9ca56357f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_7f6a44236e3b43d249ab8cc9ca56357f,37411,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/ebcad/fod_9AC66BC4-D969-4FF3-A4F7-4C7F5F48A393.jpg,40.1875,1695992489014,-14400,631243949916500479,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/ebcad/fod_9AC66BC4-D969-4FF3-A4F7-4C7F5F48A393.jpg,NORTH_EAST,0.778197169303894,DAYLIGHT,-74.00935,40.681368,8115286460,42464580,RESIDENTIAL,6.312439499165005e+17,604222352263217151,POINT (981656.6677559039 187517.43876963248)
297983,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_73d170de29e2e85b016046414672409d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road surface and the vehicles' tires being partially submerged.",,1,1,nlbx_73d170de29e2e85b016046414672409d,7,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/101aa/fod_A1A94B91-CB40-4628-87FE-0F1B84A6C892.jpg,284.4808959960937,1696018939674,-14400,631243921400565247,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/101aa/fod_A1A94B91-CB40-4628-87FE-0F1B84A6C892.jpg,WEST,0.7117836475372314,DAYLIGHT,-73.946421,40.850498,171245253,1044184576,MOTORWAY,6.312439214005652e+17,604222323674841087,POINT (999072.8405573649 249141.51199539733)
298315,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bc77ff308bbc6622a935f86669008663.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the vehicles' tires being partially submerged.",,1,1,nlbx_bc77ff308bbc6622a935f86669008663,16096,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5f29f/fod_5956C116-EBA6-495C-8DA0-0AC81CB30AA9.jpg,2.1492667198181152,1695992180586,-14400,631243922482503167,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5f29f/fod_5956C116-EBA6-495C-8DA0-0AC81CB30AA9.jpg,NORTH,0.8669921159744263,DAYLIGHT,-73.894115,40.738154,42820046,42846795,RESIDENTIAL,6.312439224825032e+17,604222324748582911,POINT (1013593.0639109926 208223.9850574375)
300269,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6e54da3812539206dede8c9a98afb829.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",,1,1,nlbx_6e54da3812539206dede8c9a98afb829,1009,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2af88/fod_CB823D67-4F78-49AD-A30B-A698BB83A686.jpg,125.29209899902344,1695995221804,-14400,631243922893066751,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2af88/fod_CB823D67-4F78-49AD-A30B-A698BB83A686.jpg,SOUTH_EAST,0.6718965768814087,DAYLIGHT,-73.94785,40.704115,42505433,42475336,PRIMARY,6.312439228930668e+17,604222325151236095,POINT (998709.2825142117 195809.0561005067)
300274,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_953cc57f638fc0d164d62b301de664fe.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",,1,1,nlbx_953cc57f638fc0d164d62b301de664fe,2852,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/40977/fod_2B398457-2B6E-4C44-8976-0BE8D8B54AB5.jpg,42.18540621312941,1695989691866,-14400,631243951106018815,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/40977/fod_2B398457-2B6E-4C44-8976-0BE8D8B54AB5.jpg,NORTH_EAST,0.7811688780784607,DAYLIGHT,-74.01481,40.651137,9999978920,42480470,UNCLASSIFIED,6.312439511060188e+17,604222353471176703,POINT (980140.4505273075 176503.61749903872)
300303,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7d422878efa5513371aa318117f9f089.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and vehicles partially submerged.",,1,1,nlbx_7d422878efa5513371aa318117f9f089,5535,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/807b6/fod_5CC5EA52-2373-4AE2-B3F1-362F61EA55FC.jpg,92.87533569335938,1695990663174,-14400,631243922861469183,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/807b6/fod_5CC5EA52-2373-4AE2-B3F1-362F61EA55FC.jpg,EAST,0.693558931350708,DAYLIGHT,-73.933686,40.714403,5482301714,5838943013,SECONDARY,6.312439228614692e+17,604222325151236095,POINT (1002633.6092344921 199559.95256407096)
300371,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_730a42fd3cf397fc5cd4bd4462b06590.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_730a42fd3cf397fc5cd4bd4462b06590,18071,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/35bd7/fod_64EF3C42-76F0-4C38-8679-22EBC4C72CB0.jpg,202.375,1696007816159,-14400,631243949924092927,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/35bd7/fod_64EF3C42-76F0-4C38-8679-22EBC4C72CB0.jpg,SOUTH,0.7730576992034912,DAYLIGHT,-73.998574,40.695187,7458968647,451021641,MOTORWAY,6.312439499240929e+17,604222352263217151,POINT (984645.3910779302 192551.98672079179)
300462,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c8d842df67ded9fb7ec97e73d1d2cd54.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the streets, indicating a significant flooding event.","Yes, the street in the image is flooded, with water reaching up to the wheels of the cars.",,1,1,nlbx_c8d842df67ded9fb7ec97e73d1d2cd54,16183,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/de053/fod_DA5EA8FA-79EC-4129-B9FE-AD641EB02EBD.jpg,261.2524719238281,1695998115238,-14400,631243950351881727,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/de053/fod_DA5EA8FA-79EC-4129-B9FE-AD641EB02EBD.jpg,WEST,0.8701422810554504,DAYLIGHT,-74.000771,40.577176,10131646200,10243671252,SECONDARY,6.312439503518817e+17,604222352665870335,POINT (984035.860597954 149557.29820975394)
300567,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c31439de50c5ff5fe02f3270291b86b1.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_c31439de50c5ff5fe02f3270291b86b1,21029,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0e91a/fod_076B355D-3B00-413E-935C-4444567585CC.jpg,354.5382385253906,1696010728196,-14400,631243951185724415,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0e91a/fod_076B355D-3B00-413E-935C-4444567585CC.jpg,NORTH,0.7373947501182556,DAYLIGHT,-73.97199,40.650561,1942053362,4734548562,SECONDARY,6.312439511857244e+17,604222353471176703,POINT (992022.3960668845 176294.6863065827)
