,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry,choice,pred,tp,fp,tn,fn
185406,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f9870e461460970f3b67f0d90d9210fd.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the submerged areas around the curb.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the puddles visible on the pavement.",,1,1,nlbx_f9870e461460970f3b67f0d90d9210fd,15720,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/de6f2/fod_F8AB88A7-8703-4B4D-8DD8-7BEA87E37E1F.jpg,353.0,1695994836827,-14400,631243950325867519,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/de6f2/fod_F8AB88A7-8703-4B4D-8DD8-7BEA87E37E1F.jpg,NORTH,0.7226728796958923,DAYLIGHT,-73.974537,40.582852,42480600,452286132,SECONDARY,6.312439503258675e+17,604222352665870335,POINT (991322.8492768586 151626.25854951446),1.0,1.0,1.0,0.0,0.0,0.0
185630,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_921dfd7dc1aef338fd9ccf2330b4fadc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the cars and the presence of a warning sign indicating a flood hazard.",,1,1,nlbx_921dfd7dc1aef338fd9ccf2330b4fadc,34413,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5e340/fod_5EE94220-630C-4464-AB77-FD45BFB0ADDE.jpg,168.217529296875,1695992568154,-14400,631243923289320447,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5e340/fod_5EE94220-630C-4464-AB77-FD45BFB0ADDE.jpg,SOUTH,0.9378809928894044,DAYLIGHT,-73.929976,40.800389,3786728822,371225088,MOTORWAY_LINK,6.312439232893204e+17,604222325553889279,POINT (1003637.0350638381 230888.23524421983),1.0,1.0,1.0,0.0,0.0,0.0
193732,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7b804f9450eb3da22d42eac235be2181.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water flowing across the road and the vehicles navigating through it.",,1,1,nlbx_7b804f9450eb3da22d42eac235be2181,25918,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0f572/fod_7C340258-0E6F-4A30-8A5C-2A93FC3BEC1F.jpg,351.7561112344981,1695989535682,-14400,631243950384619007,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0f572/fod_7C340258-0E6F-4A30-8A5C-2A93FC3BEC1F.jpg,NORTH,0.731327474117279,DAYLIGHT,-73.965461,40.59775,4203075086,9379910341,PRIMARY,6.31243950384619e+17,604222352665870335,POINT (993841.7256270058 157054.85658369638),1.0,1.0,1.0,0.0,0.0,0.0
194135,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0189f86ae51360f4f2944f5cbc524496.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the trucks and the splashes of water around the tires.",,1,1,nlbx_0189f86ae51360f4f2944f5cbc524496,37025,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/78e48/fod_C7FF2043-079C-4278-A9FB-04D223742939.jpg,222.59848022460935,1695990833238,-14400,631243922480083455,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/78e48/fod_C7FF2043-079C-4278-A9FB-04D223742939.jpg,SOUTH_WEST,0.8356173634529114,DAYLIGHT,-73.899747,40.740177,9194848534,42789848,MOTORWAY,6.312439224800835e+17,604222324748582911,POINT (1012031.4653117236 208959.18962929476),1.0,1.0,1.0,0.0,0.0,0.0
197792,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_65f923b7522016407184d101008b1564.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicle and the depth of the water reaching the wheels.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a barricade to prevent vehicles from entering the area.",,1,1,nlbx_65f923b7522016407184d101008b1564,21468,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/09e63/fod_EEB34531-CDB5-482F-9016-C540DA79277E.jpg,246.875,1695998819732,-14400,631243922970028543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/09e63/fod_EEB34531-CDB5-482F-9016-C540DA79277E.jpg,SOUTH_WEST,0.8739575147628784,DAYLIGHT,-73.848808,40.747221,276986918,1398585619,UNCLASSIFIED,6.312439229700285e+17,604222325285453823,POINT (1026142.9447561721 211545.82365811017),1.0,1.0,1.0,0.0,0.0,0.0
202467,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c75ded31c4c163c396b55645b8de4645.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching up to the wheels of the car.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the car's surface.",,1,1,nlbx_c75ded31c4c163c396b55645b8de4645,5333,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/13eef/fod_DC05B18E-E1D2-4474-AB5B-D8A51F29308E.jpg,172.14154052734375,1695994266273,-14400,631243919445298687,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/13eef/fod_DC05B18E-E1D2-4474-AB5B-D8A51F29308E.jpg,SOUTH,0.7452542781829834,DAYLIGHT,-73.844962,40.848322,3298185531,42775581,SECONDARY,6.312439194452987e+17,604222321795792895,POINT (1027143.4002276593 248382.19498544757),1.0,1.0,1.0,0.0,0.0,0.0
204677,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_185f6b71ae7fe0bda61b41f322fbe9a9.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant depth that can pose significant risks to vehicles and drivers.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a car with its windshield wipers in motion, indicating recent or ongoing rainfall.",,1,1,nlbx_185f6b71ae7fe0bda61b41f322fbe9a9,12180,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c3e8b/fod_D1AE9BFF-5649-483F-BB72-5164E3CF29BF.jpg,276.8882863102748,1696003076688,-14400,631243920509601279,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c3e8b/fod_D1AE9BFF-5649-483F-BB72-5164E3CF29BF.jpg,WEST,0.6386544704437256,DAYLIGHT,-73.743345,40.755466,462125679,462125680,MOTORWAY_LINK,6.312439205096013e+17,604222322869534719,POINT (1055356.2713376211 214617.79722330574),1.0,1.0,1.0,0.0,0.0,0.0
214320,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5f0e50bed2b7c67cdd38f94c8bca974d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of a 'DEAD END' sign, indicating that the road is impassable.",,1,1,nlbx_5f0e50bed2b7c67cdd38f94c8bca974d,13611,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f74cb/fod_4C3FECCC-6382-48D4-8154-669903FFD222.jpg,43.59375,1695992460014,-14400,631243949916369919,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f74cb/fod_4C3FECCC-6382-48D4-8154-669903FFD222.jpg,NORTH_EAST,0.6876160502433777,DAYLIGHT,-74.010516,40.680375,5851786942,8115286460,RESIDENTIAL,6.312439499163699e+17,604222352263217151,POINT (981333.2251609685 187155.69533786367),1.0,1.0,1.0,0.0,0.0,0.0
214590,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b961bfe5f2b8e7f125358447572a62fe.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of vehicles with their headlights on, indicating reduced visibility.",,1,1,nlbx_b961bfe5f2b8e7f125358447572a62fe,28050,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/fa1bf/fod_131476A0-A9E6-4215-AD23-B82414915214.jpg,197.5,1696009216725,-14400,631243923230632447,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/fa1bf/fod_131476A0-A9E6-4215-AD23-B82414915214.jpg,SOUTH,0.7157305479049683,DAYLIGHT,-73.937856,40.788703,42433513,7924346647,RESIDENTIAL,6.312439232306324e+17,604222325553889279,POINT (1001458.3698725003 226628.98031673775),1.0,1.0,1.0,0.0,0.0,0.0
219649,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b966eae5d4e535f9e0c557ca75cf5e8e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the yellow taxi.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires.",,1,1,nlbx_b966eae5d4e535f9e0c557ca75cf5e8e,8307,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/168c7/fod_4842A75C-651D-475C-8708-8F02689CD151.jpg,333.82080078125,1695993575341,-14400,631243951173406207,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/168c7/fod_4842A75C-651D-475C-8708-8F02689CD151.jpg,NORTH_WEST,0.7001806497573853,DAYLIGHT,-73.996308,40.668613,588152204,598291109,SECONDARY,6.312439511734062e+17,604222353471176703,POINT (985274.1814356653 182870.31052263037),1.0,1.0,1.0,0.0,0.0,0.0
222136,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a27efea23dedc301c0c37f0594105dd7.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_a27efea23dedc301c0c37f0594105dd7,2426,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d1066/fod_D34881A4-9CCB-4A4D-BE4A-7EB49BBD1633.jpg,194.9857940673828,1696005465304,-14400,631243921937545215,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d1066/fod_D34881A4-9CCB-4A4D-BE4A-7EB49BBD1633.jpg,SOUTH,0.7597917318344116,DAYLIGHT,-73.887442,40.890336,1570139005,42724158,MOTORWAY,6.312439219375452e+17,604222324211711999,POINT (1015371.0346412365 263671.5298233782),1.0,1.0,1.0,0.0,0.0,0.0
222441,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_91ed97e9121735b7bb445d64bf5d822c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones indicating a hazardous driving condition.",,1,1,nlbx_91ed97e9121735b7bb445d64bf5d822c,482,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/dea7b/fod_EAB6152E-5DCC-489C-A0F1-1258EE08F5DB.jpg,156.75,1696002052889,-14400,631243923110960127,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/dea7b/fod_EAB6152E-5DCC-489C-A0F1-1258EE08F5DB.jpg,SOUTH_EAST,0.912666082382202,DAYLIGHT,-73.807707,40.68665,457015640,457015642,MOTORWAY,6.312439231109601e+17,604222325419671551,POINT (1037579.85534986 189500.3396334412),1.0,1.0,1.0,0.0,0.0,0.0
223420,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4cce7999900a4fa48be3102eed0ba303.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the tires of the cars.","Yes, the street in the image is flooded, with water covering the road and vehicles partially submerged.",,1,1,nlbx_4cce7999900a4fa48be3102eed0ba303,29551,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/71482/fod_F7A6DBDB-7F5A-4B33-AC75-9A7416185EF8.jpg,60.20452499389648,1696019676133,-14400,631243919476201983,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/71482/fod_F7A6DBDB-7F5A-4B33-AC75-9A7416185EF8.jpg,NORTH_EAST,0.6241830587387085,DAYLIGHT,-73.872904,40.856129,471211099,42720445,MOTORWAY_LINK,6.31243919476202e+17,604222321795792895,POINT (1019408.7247844122 251214.11033200778),1.0,1.0,1.0,0.0,0.0,0.0
224654,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b030f31b973329578e733aa9154a8e0e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_b030f31b973329578e733aa9154a8e0e,7659,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/dc0f3/fod_B90F06AF-CA92-488F-A5B6-1A70E15F1A9B.jpg,356.75,1696013832521,-14400,631243920590375423,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/dc0f3/fod_B90F06AF-CA92-488F-A5B6-1A70E15F1A9B.jpg,NORTH,0.7236766815185547,DAYLIGHT,-73.729567,40.744283,7844254428,7844254443,SERVICE,,604222322869534719,POINT (1059186.0234123461 210554.9759434848),1.0,1.0,1.0,0.0,0.0,0.0
226515,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e5eddab9862afa082493b4fc8167fe0e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the streets, indicating significant flooding.","Yes, the street in the image is flooded, with water reaching up to the wheels of the cars.",,1,1,nlbx_e5eddab9862afa082493b4fc8167fe0e,12231,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/85051/fod_5B7CD4C5-4AC7-4346-81D3-3F58513AF2F3.jpg,57.97063446044922,1695991789065,-14400,631243950871237631,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/85051/fod_5B7CD4C5-4AC7-4346-81D3-3F58513AF2F3.jpg,NORTH_EAST,0.660704493522644,DAYLIGHT,-73.968036,40.635068,5488806900,5488806897,TERTIARY,6.312439508712376e+17,604222353202741247,POINT (993121.6480786867 170650.5326664151),1.0,1.0,1.0,0.0,0.0,0.0
226918,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5001b191dd288a09626ab88ba6b83dd2.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the bus.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and a warning sign.",,1,1,nlbx_5001b191dd288a09626ab88ba6b83dd2,103988,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b85d4/fod_BBB36CF1-6CE6-474E-B1FF-5D55C74DBD99.jpg,156.0437774658203,1695997260337,-14400,631243922668356607,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b85d4/fod_BBB36CF1-6CE6-474E-B1FF-5D55C74DBD99.jpg,SOUTH_EAST,0.7572214603424072,DAYLIGHT,-73.951599,40.723426,42479277,9789402805,RESIDENTIAL,6.312439226683566e+17,604222325017018367,POINT (997665.9206475845 202844.052591146),1.0,1.0,1.0,0.0,0.0,0.0
